"cnes","ano","categoria","te_bcc_leitos"
2748568,2016,"Filantrópico",0.378534460994698
2749319,2016,"Público Municipal",0.547907931182656
2750511,2016,"Direta",1
2750546,2016,"OSS",0.555976541908276
2750988,2016,"Filantrópico",0.238451803013753
2751003,2016,"Filantrópico",0.279833307368749
2751038,2016,"Filantrópico",0.378358883138529
2751046,2016,"Filantrópico",0.276915479046141
2751623,2016,"Filantrópico",0.355948413273439
2751704,2016,"Filantrópico",0.308211187064546
2754843,2016,"Filantrópico",0.486025996576551
2755092,2016,"Filantrópico",0.456938447232159
2755130,2016,"OSS",0.975939060939173
2758245,2016,"Filantrópico",0.570043989240564
2765934,2016,"Filantrópico",0.47364455479559
2765942,2016,"Filantrópico",0.490522027624269
2772310,2016,"Filantrópico",0.534126362320785
2774720,2016,"Filantrópico",0.280141843971631
2784602,2016,"Filantrópico",0.490979515607106
2785188,2016,"Público Municipal",0.645161290322581
2785382,2016,"Filantrópico",0.288969043055186
2786435,2016,"Filantrópico",0.773040991038612
2786680,2016,"Público Municipal",0.757987607881899
2790556,2016,"OSS",0.592169027350684
2790564,2016,"Direta",0.591999333946737
2790580,2016,"OSS",0.795842041579584
2790602,2016,"OSS",0.726892077482347
2790610,2016,"Direta",0.249198899179431
2790637,2016,"Filantrópico",0.165240401751617
2790734,2016,"Direta",0.054203003875969
2790998,2016,"Filantrópico",0.0230319862095384
2791676,2016,"Filantrópico",0.288708158237937
2791692,2016,"Filantrópico",0.197220977140296
2791722,2016,"Filantrópico",0.562366323918484
2791749,2016,"Filantrópico",0.242346919630461
2792141,2016,"OSS",1
2792168,2016,"OSS",0.850832634723316
2792176,2016,"OSS",0.960841206738298
2798298,2016,"Filantrópico",0.727178881562776
2812703,2016,"Filantrópico",0.0911629848685561
3001466,2016,"OSS",0.124011588438334
3012212,2016,"Público Municipal",0.629926387193873
3021378,2016,"Público Municipal",0.461189836442086
3028399,2016,"OSS",0.449435418517687
3126838,2016,"OSS",0.559406414138653
3139050,2016,"Público Municipal",0.647503936398131
3212130,2016,"Público Municipal",0.676841270154854
3223728,2016,"Filantrópico",0.0867836404948245
3753433,2016,"Filantrópico",0.105824786479266
3774554,2016,"Público Municipal",0.676383689348895
4049020,2016,"Filantrópico",0.43675970771807
5200105,2016,"Público Municipal",0.549690214991233
5366828,2016,"Filantrópico",0.571683334857297
5420938,2016,"Público Municipal",0.811571424905699
5586348,2016,"Privado",1
5718368,2016,"Público Municipal",1
5860490,2016,"Filantrópico",0.184842373443356
5935857,2016,"Público Municipal",0.616148843930636
6020917,2016,"Público Municipal",0.580741423812373
6053858,2016,"Público Municipal",0.607106132709825
6095666,2016,"Público Municipal",0.555121600154469
6123740,2016,"Direta",0.801027779182376
6164366,2016,"Direta",0.5479559724522
6236596,2016,"OSS",0.712352966258911
6878687,2016,"OSS",0.292792432146134
6943284,2016,"Público Municipal",0.518052869116699
6966594,2016,"Público Municipal",0.755213456620106
7320175,2016,"Filantrópico",0.193724994735734
7373465,2016,"Público Municipal",0.392956000929109
